"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"q5fW5V+cX5y0YgRKDInbV9INyWTX3wTfyC8x2RyRwo0=","q5fW5V+cX5y0YgRKDInbV9INyWTX3wTfyC8x2RyRwo0=","q5fW5V+cX5y0YgRKDInbV9INyWTX3wTfyC8x2RyRwo0=","","","","0","2","2020-01-09","en"
"6xO5Qp3Sw+BjxWveUJTcPfgQsWKloU3GXP0PHAwC3as=","6xO5Qp3Sw+BjxWveUJTcPfgQsWKloU3GXP0PHAwC3as=","6xO5Qp3Sw+BjxWveUJTcPfgQsWKloU3GXP0PHAwC3as=","","","","1","2","2020-01-07","en"
"i0ZsgZqlHqwbSm1fsFpKDaMUaV2AhlrUcbL0WM3ks=","i0ZsgZqlHqwbSm1fsFpKDaMUaV2AhlrUcbL0WM3ks=","i0ZsgZqlHqwbSm1fsFpKDaMUaV2AhlrUcbL0WM3ks=","","","","0","1","2020-01-09","en"
"GYxNITtcMy6Uc1J4o3uR16d7Xxj2dgYQU7NBDixyI=","GYxNITtcMy6Uc1J4o3uR16d7Xxj2dgYQU7NBDixyI=","GYxNITtcMy6Uc1J4o3uR16d7Xxj2dgYQU7NBDixyI=","","โสด","","4","12","2019-11-05","en"
"tZoS5mnxLdJd8cUsPdG1Em56cZ0nDfR0h2N8ypazK8=","tZoS5mnxLdJd8cUsPdG1Em56cZ0nDfR0h2N8ypazK8=","tZoS5mnxLdJd8cUsPdG1Em56cZ0nDfR0h2N8ypazK8=","","อยากแตะขอบฟ้า","","0","0","2019-12-07","en"
"weW5rBizx1CBMSviHvY40foXMYtnt3zvJ5de5WA5w=","weW5rBizx1CBMSviHvY40foXMYtnt3zvJ5de5WA5w=","weW5rBizx1CBMSviHvY40foXMYtnt3zvJ5de5WA5w=","","ท้องฟ้า สายลม ธรรมชาติ คือตัวฉัน","","0","11","2020-01-09","th"
"CrR6C5e4u99Kydv5uuwn2fN+lAjdCnCk7w03Tkws3xA=","CrR6C5e4u99Kydv5uuwn2fN+lAjdCnCk7w03Tkws3xA=","CrR6C5e4u99Kydv5uuwn2fN+lAjdCnCk7w03Tkws3xA=","","","","1","23","2019-12-08","en"
"qvOlk81zgvxMN6eOyqKawEYVL2bmKfimhvD+sPDA=","qvOlk81zgvxMN6eOyqKawEYVL2bmKfimhvD+sPDA=","qvOlk81zgvxMN6eOyqKawEYVL2bmKfimhvD+sPDA=","","","","0","2","2020-01-14","en"
"MDDcVNHohBmMJxJkYKnff3s4FOwtTbUqdx3EA7qkllw=","MDDcVNHohBmMJxJkYKnff3s4FOwtTbUqdx3EA7qkllw=","MDDcVNHohBmMJxJkYKnff3s4FOwtTbUqdx3EA7qkllw=","","","","0","0","2020-02-16","en"
"ClCmHl0WM58m4a1lw6gTE0LyVqwEhqm869oHbczn8I=","ClCmHl0WM58m4a1lw6gTE0LyVqwEhqm869oHbczn8I=","ClCmHl0WM58m4a1lw6gTE0LyVqwEhqm869oHbczn8I=","","","","1","3","2020-01-09","en"
"6W0vM633N2rUWikcG381yg6HG41NB2eaFQurqkQ8344=","6W0vM633N2rUWikcG381yg6HG41NB2eaFQurqkQ8344=","6W0vM633N2rUWikcG381yg6HG41NB2eaFQurqkQ8344=","","","","1","27","2020-01-02","en"
"xpeHKKFpR1dt7j0KOCAhPGqd9M18jie10l781H1ezQ=","xpeHKKFpR1dt7j0KOCAhPGqd9M18jie10l781H1ezQ=","xpeHKKFpR1dt7j0KOCAhPGqd9M18jie10l781H1ezQ=","","ข้อดีของการไม่ได้ครอบครอง 
คือการที่ไม่มีวันสูญเสียสิ่งนั้นไป..🥀","","0","16","2019-12-09","en"
"7pg7RSTczp1zHeozEPvPach9rwNQKBJe2MrFF7dIV1E=","7pg7RSTczp1zHeozEPvPach9rwNQKBJe2MrFF7dIV1E=","7pg7RSTczp1zHeozEPvPach9rwNQKBJe2MrFF7dIV1E=","","สาวเริ่ด เชิดไม่หยิ่ง","","0","29","2020-01-09","th"
"nSKPqbT1Oibsav1PEfk9baJ5GSw1FcwOMBuQ02fWoE=","nSKPqbT1Oibsav1PEfk9baJ5GSw1FcwOMBuQ02fWoE=","nSKPqbT1Oibsav1PEfk9baJ5GSw1FcwOMBuQ02fWoE=","","","","0","2","2020-01-14","en"
"vx6CaKfbFhGJw2w+4b1xLrYliU3LgLf0spQ7sIimym8=","vx6CaKfbFhGJw2w+4b1xLrYliU3LgLf0spQ7sIimym8=","vx6CaKfbFhGJw2w+4b1xLrYliU3LgLf0spQ7sIimym8=","","","","10","46","2019-12-06","en"
"2MabQB5YztnLG3pb1zquw1ZJySjuibIdTeaISceAiJU=","2MabQB5YztnLG3pb1zquw1ZJySjuibIdTeaISceAiJU=","2MabQB5YztnLG3pb1zquw1ZJySjuibIdTeaISceAiJU=","","ไม่โลกสวย","","0","8","2019-12-08","en"
"BcIpfkK4h747k3HqVNVu29m3ud1SXI2VBy37Qg7IMGY=","BcIpfkK4h747k3HqVNVu29m3ud1SXI2VBy37Qg7IMGY=","BcIpfkK4h747k3HqVNVu29m3ud1SXI2VBy37Qg7IMGY=","","","","1","15","2020-01-09","th"
"6HgOBfNU5lALuuamZeTtD0dCvg9c4n1QfnuxqryHYs=","6HgOBfNU5lALuuamZeTtD0dCvg9c4n1QfnuxqryHYs=","6HgOBfNU5lALuuamZeTtD0dCvg9c4n1QfnuxqryHYs=","","","","0","4","2020-01-13","en"
"kghyJZCcdGxoJ8f0lseFgPC2lwQrFCPXzqY5W0lMJs=","kghyJZCcdGxoJ8f0lseFgPC2lwQrFCPXzqY5W0lMJs=","kghyJZCcdGxoJ8f0lseFgPC2lwQrFCPXzqY5W0lMJs=","","ถึงจะอ่อนล้า ถ้าใจสู้มันก็ทำได้","","0","35","2019-12-13","en"
"8yeuxCMYxiEgVwuHr1qgdoRFWmo0NKxVBFKlHbwwfYw=","8yeuxCMYxiEgVwuHr1qgdoRFWmo0NKxVBFKlHbwwfYw=","8yeuxCMYxiEgVwuHr1qgdoRFWmo0NKxVBFKlHbwwfYw=","","","","0","0","2019-12-08","en"
"16oR3ka76Xah+KswN0coSVtPBmXxjLt9tn68+ct1fE=","16oR3ka76Xah+KswN0coSVtPBmXxjLt9tn68+ct1fE=","16oR3ka76Xah+KswN0coSVtPBmXxjLt9tn68+ct1fE=","","","","0","1","2019-12-08","en"
"CZnUVG3fRJLC4iotdXiASUYbRDEMgN91mtKy2uoTYjc=","CZnUVG3fRJLC4iotdXiASUYbRDEMgN91mtKy2uoTYjc=","CZnUVG3fRJLC4iotdXiASUYbRDEMgN91mtKy2uoTYjc=","","Hi","","13","93","2019-12-09","th"
"CEy8YbYqSv3YIX54czZEp2SEVlWiAZZDeHaUAgww=","CEy8YbYqSv3YIX54czZEp2SEVlWiAZZDeHaUAgww=","CEy8YbYqSv3YIX54czZEp2SEVlWiAZZDeHaUAgww=","","","","0","0","2019-12-09","en"
"x1PGKExGJW55yanLc0yaAu1ICv7Zj9hIveBLJfYc=","x1PGKExGJW55yanLc0yaAu1ICv7Zj9hIveBLJfYc=","x1PGKExGJW55yanLc0yaAu1ICv7Zj9hIveBLJfYc=","","","","0","1","2020-01-10","en"
"6N26hXsqVY63TxUWhMH8Lw20ji6HZSdrOKSAODvgDE=","6N26hXsqVY63TxUWhMH8Lw20ji6HZSdrOKSAODvgDE=","6N26hXsqVY63TxUWhMH8Lw20ji6HZSdrOKSAODvgDE=","","****","","0","1","2020-01-14","en"
"ykfgv+6gFv8JCnRSNJ0zMqppVgADS1ecni86tXs7oE=","ykfgv+6gFv8JCnRSNJ0zMqppVgADS1ecni86tXs7oE=","ykfgv+6gFv8JCnRSNJ0zMqppVgADS1ecni86tXs7oE=","","ข่าวสาร","","0","9","2020-01-14","en"
"HbAcRpq5dPd0KI9uJETnai61pATXSUrjxCkO5DdZ44=","HbAcRpq5dPd0KI9uJETnai61pATXSUrjxCkO5DdZ44=","HbAcRpq5dPd0KI9uJETnai61pATXSUrjxCkO5DdZ44=","","","","0","9","2020-01-14","en"
"TlT0ED7KLcgkiuFmdru9hd4aHIl0UKLJ4u5K90rbmDE=","TlT0ED7KLcgkiuFmdru9hd4aHIl0UKLJ4u5K90rbmDE=","TlT0ED7KLcgkiuFmdru9hd4aHIl0UKLJ4u5K90rbmDE=","","","","0","1","2019-12-07","en"
"LREz+iuuzb2pBUk8RUJcPm14Xt9mwFTTsAVgW5tkjig=","LREz+iuuzb2pBUk8RUJcPm14Xt9mwFTTsAVgW5tkjig=","LREz+iuuzb2pBUk8RUJcPm14Xt9mwFTTsAVgW5tkjig=","","","","1","22","2019-12-06","en"
"x0oFs3K4IKRq2ghyn4hBeVEVBPDIIVqlkjsNWmJl1E=","x0oFs3K4IKRq2ghyn4hBeVEVBPDIIVqlkjsNWmJl1E=","x0oFs3K4IKRq2ghyn4hBeVEVBPDIIVqlkjsNWmJl1E=","","","","4","23","2020-02-11","th"
"NZQLgPD9bkEMPLRcAwK18ywqCmM94XLGfny5jTdNUk=","NZQLgPD9bkEMPLRcAwK18ywqCmM94XLGfny5jTdNUk=","NZQLgPD9bkEMPLRcAwK18ywqCmM94XLGfny5jTdNUk=","","","","0","4","2020-01-31","en"
"hM+THue+ym2VHbAdtRGeykSHf5weOYlrMmFiLjXsng0=","hM+THue+ym2VHbAdtRGeykSHf5weOYlrMmFiLjXsng0=","hM+THue+ym2VHbAdtRGeykSHf5weOYlrMmFiLjXsng0=","","En06","","0","4","2020-01-09","th"
"Nfr74Gs5NXxkpRviM0Tghyv5bWz7H6sgaeNcQ34MY=","Nfr74Gs5NXxkpRviM0Tghyv5bWz7H6sgaeNcQ34MY=","Nfr74Gs5NXxkpRviM0Tghyv5bWz7H6sgaeNcQ34MY=","","","","0","6","2019-11-04","en"
"v35177ztcgt9Y5Saz9cMlemxsxApyITFAH7UMdWseRA=","v35177ztcgt9Y5Saz9cMlemxsxApyITFAH7UMdWseRA=","v35177ztcgt9Y5Saz9cMlemxsxApyITFAH7UMdWseRA=","","","","0","0","2019-12-06","en"
"nRTIJ9P9o4jToxjbG+46sExIUye4TSevGpw2OfmcJ2I=","nRTIJ9P9o4jToxjbG+46sExIUye4TSevGpw2OfmcJ2I=","nRTIJ9P9o4jToxjbG+46sExIUye4TSevGpw2OfmcJ2I=","","ความสุขคืออะไร???","","0","0","2019-12-07","en"
"VeLc447KknRqKubPwskgUgsLp8WAk3kCH+aYFWqaqQ=","VeLc447KknRqKubPwskgUgsLp8WAk3kCH+aYFWqaqQ=","VeLc447KknRqKubPwskgUgsLp8WAk3kCH+aYFWqaqQ=","","","","0","4","2020-01-14","en"
"ZnGChODBWhhwWzosd3B5KZnTX8HQ1w00tMe9jt06XjE=","ZnGChODBWhhwWzosd3B5KZnTX8HQ1w00tMe9jt06XjE=","ZnGChODBWhhwWzosd3B5KZnTX8HQ1w00tMe9jt06XjE=","","","","0","23","2020-01-25","en"
"r72+x2FtAO1pFSg9nmj76al2KhIMcuDXTKliAk3aES0=","r72+x2FtAO1pFSg9nmj76al2KhIMcuDXTKliAk3aES0=","r72+x2FtAO1pFSg9nmj76al2KhIMcuDXTKliAk3aES0=","","","","0","4","2020-01-14","en"
"Xz5OugwTQaNUeFn+jSKgiC2I670VAk5nMp0KC9xqFo=","Xz5OugwTQaNUeFn+jSKgiC2I670VAk5nMp0KC9xqFo=","Xz5OugwTQaNUeFn+jSKgiC2I670VAk5nMp0KC9xqFo=","","-","","0","5","2020-02-20","en"
"WXpqsIsqLKIJa9zzZm6FzDPEPWV0Dawq8ntn6U60WYg=","WXpqsIsqLKIJa9zzZm6FzDPEPWV0Dawq8ntn6U60WYg=","WXpqsIsqLKIJa9zzZm6FzDPEPWV0Dawq8ntn6U60WYg=","","","","2","3","2019-11-06","en"
"TzBOjhapDXqBQQZZ4RSH1z3FpNpx1HPhDyzOJUhfng=","TzBOjhapDXqBQQZZ4RSH1z3FpNpx1HPhDyzOJUhfng=","TzBOjhapDXqBQQZZ4RSH1z3FpNpx1HPhDyzOJUhfng=","","","","0","1","2020-01-15","th"
"SKMvSYNxbem33Qv39Ysd+Xx8dLx7ZtXUwxI7D5vPjw=","SKMvSYNxbem33Qv39Ysd+Xx8dLx7ZtXUwxI7D5vPjw=","SKMvSYNxbem33Qv39Ysd+Xx8dLx7ZtXUwxI7D5vPjw=","","","","6","34","2020-01-03","th"
"h1O1W6l5QsqOxfoGPO8XY4O7ZLTGU9nxMIioRo161GY=","h1O1W6l5QsqOxfoGPO8XY4O7ZLTGU9nxMIioRo161GY=","h1O1W6l5QsqOxfoGPO8XY4O7ZLTGU9nxMIioRo161GY=","","ก็หมวยนี่ค่ะ รักป่ะ","","3","37","2020-01-09","en"
"OvjmlATTpMV94qZTWrEfJHIG4bndIvcjyxRdMIZnUAE=","OvjmlATTpMV94qZTWrEfJHIG4bndIvcjyxRdMIZnUAE=","OvjmlATTpMV94qZTWrEfJHIG4bndIvcjyxRdMIZnUAE=","","","","0","0","2019-12-07","en"
"sV05Dnmk7GRUVpXl+QL5NG9ZnIWONNiOn9Y8wN+0Gk=","sV05Dnmk7GRUVpXl+QL5NG9ZnIWONNiOn9Y8wN+0Gk=","sV05Dnmk7GRUVpXl+QL5NG9ZnIWONNiOn9Y8wN+0Gk=","","","","0","0","2019-12-08","en"
"B+X+Z6iDtr5QlDZjGR7VK9Tnew8BAQLUolAxGkfAgOk=","B+X+Z6iDtr5QlDZjGR7VK9Tnew8BAQLUolAxGkfAgOk=","B+X+Z6iDtr5QlDZjGR7VK9Tnew8BAQLUolAxGkfAgOk=","","รักไทย","","0","1","2020-01-21","en"
"Id2XHNkCh84YWmowRL7PurIG0OfkkfNDhqWGHnqUwtM=","Id2XHNkCh84YWmowRL7PurIG0OfkkfNDhqWGHnqUwtM=","Id2XHNkCh84YWmowRL7PurIG0OfkkfNDhqWGHnqUwtM=","","วายๆ","","0","6","2020-01-13","en"
"Rb7jFT34pWNqg8InVEgflveoKeRuwjREEwS2Ygt4SUQ=","Rb7jFT34pWNqg8InVEgflveoKeRuwjREEwS2Ygt4SUQ=","Rb7jFT34pWNqg8InVEgflveoKeRuwjREEwS2Ygt4SUQ=","","start up","","0","0","2019-12-08","en"
"GJUkMiG2EDrRfRudBTN11GEIuZzpumgyT6rNqyi4=","GJUkMiG2EDrRfRudBTN11GEIuZzpumgyT6rNqyi4=","GJUkMiG2EDrRfRudBTN11GEIuZzpumgyT6rNqyi4=","","คนพิเศษ","","0","7","2019-12-08","en"
"fo4xHifou1+dRbDVwIMPX4mr4E646qXqM8GBWjLYItQ=","fo4xHifou1+dRbDVwIMPX4mr4E646qXqM8GBWjLYItQ=","fo4xHifou1+dRbDVwIMPX4mr4E646qXqM8GBWjLYItQ=","","ทำไมเธอทำแบบนี้กับเราวะ ?","","2","56","2019-11-04","th"
"nGbwjOY2hL+iTKPNVcrjzxNgOlwGs4KSn4Wk3exp0=","nGbwjOY2hL+iTKPNVcrjzxNgOlwGs4KSn4Wk3exp0=","nGbwjOY2hL+iTKPNVcrjzxNgOlwGs4KSn4Wk3exp0=","","","","0","3","2020-01-13","en"
"U+BwxMhGqgmsLzXAAw8FpEcBAeaGb5c3JdQ1C2WAseE=","U+BwxMhGqgmsLzXAAw8FpEcBAeaGb5c3JdQ1C2WAseE=","U+BwxMhGqgmsLzXAAw8FpEcBAeaGb5c3JdQ1C2WAseE=","","ไม่มีไร อยากรู้ไรถาม","","0","8","2020-01-08","en"
"uybHAN6IAHGYd98R8BFtItC3cFC7RhRc89AsJQtx3I8=","uybHAN6IAHGYd98R8BFtItC3cFC7RhRc89AsJQtx3I8=","uybHAN6IAHGYd98R8BFtItC3cFC7RhRc89AsJQtx3I8=","","","","0","0","2020-01-13","en"
"yPM0M4CGHx3WifxOkP7iQ3LWco2EesyxzvDCNw9H+PQ=","yPM0M4CGHx3WifxOkP7iQ3LWco2EesyxzvDCNw9H+PQ=","yPM0M4CGHx3WifxOkP7iQ3LWco2EesyxzvDCNw9H+PQ=","","","","1","11","2019-11-05","th"
"fwqRuDJs8DYQCamZc9dYfcYmI3qRowTfNVJy+08xeNc=","fwqRuDJs8DYQCamZc9dYfcYmI3qRowTfNVJy+08xeNc=","fwqRuDJs8DYQCamZc9dYfcYmI3qRowTfNVJy+08xeNc=","","","","0","1","2019-11-28","en"
"ff1q2b3ZaON1EGCN2DHEj5z5Dpqkw0+i6H5lJkL5haU=","ff1q2b3ZaON1EGCN2DHEj5z5Dpqkw0+i6H5lJkL5haU=","ff1q2b3ZaON1EGCN2DHEj5z5Dpqkw0+i6H5lJkL5haU=","","","","2","12","2019-11-06","en"
"bxgIozWf03nupVv4wfNzWnBzgYaYzcVBmlrwOQJs46I=","bxgIozWf03nupVv4wfNzWnBzgYaYzcVBmlrwOQJs46I=","bxgIozWf03nupVv4wfNzWnBzgYaYzcVBmlrwOQJs46I=","","","","0","4","2019-12-03","en"
"+eaR1Nq0PWCcbb4PRUiOwgiakR4Ugyc4mrCUP6p55I=","+eaR1Nq0PWCcbb4PRUiOwgiakR4Ugyc4mrCUP6p55I=","+eaR1Nq0PWCcbb4PRUiOwgiakR4Ugyc4mrCUP6p55I=","","","","0","0","2019-12-09","en"
"MNr2IBQThLtUyGnhq9mFsx21n8WKbiNkpAdlpDFc55w=","MNr2IBQThLtUyGnhq9mFsx21n8WKbiNkpAdlpDFc55w=","MNr2IBQThLtUyGnhq9mFsx21n8WKbiNkpAdlpDFc55w=","","me villian","","0","7","2020-01-04","en"
"UwthslltHwEShRaOevvXrvU4JRTq2VAzWKyISpcVc=","UwthslltHwEShRaOevvXrvU4JRTq2VAzWKyISpcVc=","UwthslltHwEShRaOevvXrvU4JRTq2VAzWKyISpcVc=","","ค่ายเปรมติณสูลานนท์","","4","17","2020-01-13","th"
"eYGM57PwXQuFa9QboVbGOIxeSm7A2P8oqxAiSaFvLc=","eYGM57PwXQuFa9QboVbGOIxeSm7A2P8oqxAiSaFvLc=","eYGM57PwXQuFa9QboVbGOIxeSm7A2P8oqxAiSaFvLc=","","away form you","","0","10","2019-12-07","en"
"590RmU4QNGtmGP6SJBVZcjXPGft5uGXBfInLMBstwEU=","590RmU4QNGtmGP6SJBVZcjXPGft5uGXBfInLMBstwEU=","590RmU4QNGtmGP6SJBVZcjXPGft5uGXBfInLMBstwEU=","","ชอบร้องเพลง","","0","5","2019-12-09","en"
"bczI6Z4gTtnzOMXcz+BwUtpnotf5y2W8Om7ooj+V+s=","bczI6Z4gTtnzOMXcz+BwUtpnotf5y2W8Om7ooj+V+s=","bczI6Z4gTtnzOMXcz+BwUtpnotf5y2W8Om7ooj+V+s=","","","","0","0","2019-12-09","en"
"Yl9J7nJv6scp7M2ausY0ZrjfZraZ0jq8J26O1XYdTI=","Yl9J7nJv6scp7M2ausY0ZrjfZraZ0jq8J26O1XYdTI=","Yl9J7nJv6scp7M2ausY0ZrjfZraZ0jq8J26O1XYdTI=","","","","0","0","2020-01-09","en"
"kdaIATgRNWVUa4ZQIzsohhbH6KvwyTi1kFrOSvWx7Gs=","kdaIATgRNWVUa4ZQIzsohhbH6KvwyTi1kFrOSvWx7Gs=","kdaIATgRNWVUa4ZQIzsohhbH6KvwyTi1kFrOSvWx7Gs=","","","","0","14","2019-06-12","en"
"yeZLf0FVzHwBJRGGUWSTuqszjhMgP6wvUl7szSNxcOs=","yeZLf0FVzHwBJRGGUWSTuqszjhMgP6wvUl7szSNxcOs=","yeZLf0FVzHwBJRGGUWSTuqszjhMgP6wvUl7szSNxcOs=","","โสดคับอยากโดน","","0","9","2020-01-08","en"
"rK+9cEme0MyItRsrrTRrPbeF3j4lSFSp8E8NKTdCZyw=","rK+9cEme0MyItRsrrTRrPbeF3j4lSFSp8E8NKTdCZyw=","rK+9cEme0MyItRsrrTRrPbeF3j4lSFSp8E8NKTdCZyw=","","","","0","0","2019-12-08","en"
"fD4JqxH3sfkgb0s9Hi4TlhtuH6Nzt7EBmymR5WFcM=","fD4JqxH3sfkgb0s9Hi4TlhtuH6Nzt7EBmymR5WFcM=","fD4JqxH3sfkgb0s9Hi4TlhtuH6Nzt7EBmymR5WFcM=","","","","0","19","2020-01-13","en"
"IFc7qfzPCvBoe0Fv5FIjjM7MM6F3IduLdc3VkFayR4=","IFc7qfzPCvBoe0Fv5FIjjM7MM6F3IduLdc3VkFayR4=","IFc7qfzPCvBoe0Fv5FIjjM7MM6F3IduLdc3VkFayR4=","","","","0","8","2019-12-05","th"
"3SkJ5u3SiCW3083fNfd1ITIwZqCqfH3bTv0+ll0EIjk=","3SkJ5u3SiCW3083fNfd1ITIwZqCqfH3bTv0+ll0EIjk=","3SkJ5u3SiCW3083fNfd1ITIwZqCqfH3bTv0+ll0EIjk=","","อีหยังวะ","","0","5","2019-12-03","en"
"AdFRldth1eg0Me2X91TaUvp0TlU3hW9iF9iDbQoKg=","AdFRldth1eg0Me2X91TaUvp0TlU3hW9iF9iDbQoKg=","AdFRldth1eg0Me2X91TaUvp0TlU3hW9iF9iDbQoKg=","","ไม่มีอะไรที่เราทำไม่ได้ถ้าไม่พยายาม","","0","16","2020-01-02","th"
"7Xo1krAZvNW9+zPdZW+bttQ07S6Mjz+k7AYA5vR9BU=","7Xo1krAZvNW9+zPdZW+bttQ07S6Mjz+k7AYA5vR9BU=","7Xo1krAZvNW9+zPdZW+bttQ07S6Mjz+k7AYA5vR9BU=","","นั่งกินเหล้า","","1","64","2020-01-23","th"
"GOytfmXy37IqtEB6DGYI73fDhGJjdczFlGeq0sljw=","GOytfmXy37IqtEB6DGYI73fDhGJjdczFlGeq0sljw=","GOytfmXy37IqtEB6DGYI73fDhGJjdczFlGeq0sljw=","","","","0","3","2019-12-09","en"
"xiGTbHbabbJBs2xdvSOLZfgvLb4RJe+eiYm4dJeleY=","xiGTbHbabbJBs2xdvSOLZfgvLb4RJe+eiYm4dJeleY=","xiGTbHbabbJBs2xdvSOLZfgvLb4RJe+eiYm4dJeleY=","","","","0","4","2019-12-09","en"
"wkPEU5MBDwDM7TCR1NbH2iYL7fi4UbkK4sBV3P77pPg=","wkPEU5MBDwDM7TCR1NbH2iYL7fi4UbkK4sBV3P77pPg=","wkPEU5MBDwDM7TCR1NbH2iYL7fi4UbkK4sBV3P77pPg=","","","","3","2","2020-01-06","en"
"s2GDUNty1obg9K3A92tCpeqjE1HZCnEksyMKhycw934=","s2GDUNty1obg9K3A92tCpeqjE1HZCnEksyMKhycw934=","s2GDUNty1obg9K3A92tCpeqjE1HZCnEksyMKhycw934=","","","","1","10","2020-01-15","th"
"FYEvmdQVOUIGPb+hwWGlLNxaK3xgPKGapadRftnvp+o=","FYEvmdQVOUIGPb+hwWGlLNxaK3xgPKGapadRftnvp+o=","FYEvmdQVOUIGPb+hwWGlLNxaK3xgPKGapadRftnvp+o=","","คนดี","","0","3","2019-10-03","en"
"dxbke8UK+WKEhC6rjQjeHJuGGw6XJaXQlOfnezKs4w=","dxbke8UK+WKEhC6rjQjeHJuGGw6XJaXQlOfnezKs4w=","dxbke8UK+WKEhC6rjQjeHJuGGw6XJaXQlOfnezKs4w=","","Just play then sleep zzzz","","0","12","2019-12-08","en"
"bPjP9WuRYAJv6kcNZUp6PF95fNYTCR00w2jpdfmPZSs=","bPjP9WuRYAJv6kcNZUp6PF95fNYTCR00w2jpdfmPZSs=","bPjP9WuRYAJv6kcNZUp6PF95fNYTCR00w2jpdfmPZSs=","","no problem","","0","3","2019-12-08","en"
"PgsMN50omdkcoOQ0h1RwrOYs7oE8P8uhVGU25o3SRLk=","PgsMN50omdkcoOQ0h1RwrOYs7oE8P8uhVGU25o3SRLk=","PgsMN50omdkcoOQ0h1RwrOYs7oE8P8uhVGU25o3SRLk=","","","","0","8","2020-01-24","en"
"V5CiqQx8T3GUYWyosoLw2kAmjauUOyxRdt4fldJcY=","V5CiqQx8T3GUYWyosoLw2kAmjauUOyxRdt4fldJcY=","V5CiqQx8T3GUYWyosoLw2kAmjauUOyxRdt4fldJcY=","","","","0","8","2019-12-15","th"
"GBtncgD7E+g5sLRkC3bcET+KWkxNTSNfLpRuOPtTiA=","GBtncgD7E+g5sLRkC3bcET+KWkxNTSNfLpRuOPtTiA=","GBtncgD7E+g5sLRkC3bcET+KWkxNTSNfLpRuOPtTiA=","","","","0","17","2020-01-15","en"
"OvL8TvejMTkcId3YOfMVd6Pb1Dl7ipY648H73v4gZlM=","OvL8TvejMTkcId3YOfMVd6Pb1Dl7ipY648H73v4gZlM=","OvL8TvejMTkcId3YOfMVd6Pb1Dl7ipY648H73v4gZlM=","","","","0","14","2020-01-30","en"
"cgjv+vcRwlyv5phOj+i4NArA7EJJANX3IemTqyXhko=","cgjv+vcRwlyv5phOj+i4NArA7EJJANX3IemTqyXhko=","cgjv+vcRwlyv5phOj+i4NArA7EJJANX3IemTqyXhko=","","","","0","15","2020-01-15","th"
"mbmgHQBk+nz80rMvNHApHaKAK5PIdaOK0zcFnceSOw=","mbmgHQBk+nz80rMvNHApHaKAK5PIdaOK0zcFnceSOw=","mbmgHQBk+nz80rMvNHApHaKAK5PIdaOK0zcFnceSOw=","","","","0","0","2020-01-09","en"
"lf4gNOh7NlDKhpHVo67sqM6WoELxIBUoePKmNvjqIE=","lf4gNOh7NlDKhpHVo67sqM6WoELxIBUoePKmNvjqIE=","lf4gNOh7NlDKhpHVo67sqM6WoELxIBUoePKmNvjqIE=","","","","0","5","2020-01-14","en"
"LTI1EVhYVev8OA9zGubTvkpKDXhSaeFvChjvh7toKXQ=","LTI1EVhYVev8OA9zGubTvkpKDXhSaeFvChjvh7toKXQ=","LTI1EVhYVev8OA9zGubTvkpKDXhSaeFvChjvh7toKXQ=","","ลืมไปก่อน","","1","10","2020-01-31","th"
"TYrmoBTzhkK2oEcwerO6QZkH4aYoMsFe9rFGPjDj4I=","TYrmoBTzhkK2oEcwerO6QZkH4aYoMsFe9rFGPjDj4I=","TYrmoBTzhkK2oEcwerO6QZkH4aYoMsFe9rFGPjDj4I=","","","","2","7","2020-01-07","en"
"35ZGkfndbjvmzELgmjltkFZWG9Rr7s8CEK24b0VTkE=","35ZGkfndbjvmzELgmjltkFZWG9Rr7s8CEK24b0VTkE=","35ZGkfndbjvmzELgmjltkFZWG9Rr7s8CEK24b0VTkE=","","","","3","12","2019-12-24","th"
"Rql5E4ZzoqM7IysFp2HoGhDIWNvQPnuJOxZ1RbRA4g=","Rql5E4ZzoqM7IysFp2HoGhDIWNvQPnuJOxZ1RbRA4g=","Rql5E4ZzoqM7IysFp2HoGhDIWNvQPnuJOxZ1RbRA4g=","กรุงเทพมหานคร, ประเทศไทย","เป็นตัว ของตัวเองดีที่สุด","","2","8","2020-01-03","th"
"nV9SW00sxxxBWNXS5PO7mgheoLuQLe3DjHHtaGSA6os=","nV9SW00sxxxBWNXS5PO7mgheoLuQLe3DjHHtaGSA6os=","nV9SW00sxxxBWNXS5PO7mgheoLuQLe3DjHHtaGSA6os=","","","","0","1","2020-02-21","th"
"FbXc+Xl7FiJ6iEsuI97qbpojgWZDTaepWA1OqZVpPAY=","FbXc+Xl7FiJ6iEsuI97qbpojgWZDTaepWA1OqZVpPAY=","FbXc+Xl7FiJ6iEsuI97qbpojgWZDTaepWA1OqZVpPAY=","","เรียนๆๆ","","2","8","2020-01-08","en"
"HVLms8d5ACipizT1xRgoalSMZKhl7I05XXrlke8zYew=","HVLms8d5ACipizT1xRgoalSMZKhl7I05XXrlke8zYew=","HVLms8d5ACipizT1xRgoalSMZKhl7I05XXrlke8zYew=","","am ok","","0","5","2019-12-07","en"
